rankID	1103_V2_D1_CTAB_DNA	1103_V2_D1_PowerFecal_DNA	1103_V2_D1_R1	1103_V2_D1_R2	1103_V6_D29_CTAB_DNA	1103_V6_D29_PowerFecal_DNA	1103_V6_D29_R1	1103_V6_D29_R2	2103_V2_D1_CTAB_DNA	2103_V2_D1_PowerFecal_DNA	2103_V2_D1_R1	2103_V2_D1_R2	2103_V6_D29_CTAB_DNA	2103_V6_D29_PowerFecal_DNA	2103_V6_D29_R1	2103_V6_D29_R2	2202_V2_D1_CTAB_DNA	2202_V2_D1_PowerFecal_DNA	2202_V2_D1_R1	2202_V2_D1_R2	2202_V5_D22_CTAB_DNA	2202_V5_D22_PowerFecal_DNA	2202_V5_D22_R1	2202_V5_D22_R2	3204_V2_D1_CTAB_DNA	3204_V2_D1_PowerFecal_DNA	3204_V2_D1_R1	3204_V2_D1_R2	3204_V6_D29_CTAB_DNA	3204_V6_D29_PowerFecal_DNA	3204_V6_D29_R1	3204_V6_D29_R2	3216_V2_D1_CTAB_DNA	3216_V2_D1_PowerFecal_DNA	3216_V2_D1_R1	3216_V2_D1_R2	3216_V6_D29_CTAB_DNA	3216_V6_D29_PowerFecal_DNA	3216_V6_D29_R1	3216_V6_D29_R2	3218_V2_D1_CTAB_DNA	3218_V2_D1_PowerFecal_DNA	3218_V2_D1_R1	3218_V2_D1_R2	3218_V6_D29_CTAB_DNA	3218_V6_D29_PowerFecal_DNA	3218_V6_D29_R1	3218_V6_D29_R2	taxon
0.1.8.1.1.8.4.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_argenteus_unclassified
0.1.8.1.1.8.4.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_08BA02176
0.1.8.1.1.8.4.2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_CA-347
0.1.8.1.1.8.4.2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_M1
0.1.8.1.1.8.4.2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_RF122
0.1.8.1.1.8.4.2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_11819-97
0.1.8.1.1.8.4.2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_55/2053
0.1.8.1.1.8.4.2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_6850
0.1.8.1.1.8.4.2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_ED133
0.1.8.1.1.8.4.2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_HO_5096_0412
0.1.8.1.1.8.4.2.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_JKD6159
0.1.8.1.1.8.4.2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_LGA251
0.1.8.1.1.8.4.2.12	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_MN8
0.1.8.1.1.8.4.2.13	0	0	0	0	0	0	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_MRSA252
0.1.8.1.1.8.4.2.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_MSSA476
0.1.8.1.1.8.4.2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_MW2
0.1.8.1.1.8.4.2.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_NCTC_8325
0.1.8.1.1.8.4.2.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_SA268
0.1.8.1.1.8.4.2.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_ST228
0.1.8.1.1.8.4.2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_ST72
0.1.8.1.1.8.4.2.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_ST772-MRSA-V
0.1.8.1.1.8.4.2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_TCH60
0.1.8.1.1.8.4.2.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_Tager_104
0.1.8.1.1.8.4.2.23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_USA300
0.1.8.1.1.8.4.2.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_aureus_subsp._aureus_str._JKD6008
0.1.8.1.1.8.4.2.25	2	2	2	0	1	0	0	0	7	0	3	9	0	3	0	0	1	2	0	1	0	0	0	0	4	3	0	2	3	0	0	0	5	13	0	4	0	2	0	0	0	0	0	1	1	0	1	1	Staphylococcus_aureus_unclassified
0.1.8.1.1.8.4.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_cohnii_unclassified
0.1.8.1.1.8.4.4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_delphini_unclassified
0.1.8.1.1.8.4.5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_felis_unclassified
0.1.8.1.1.8.4.6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_kloosii_unclassified
0.1.8.1.1.8.4.7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_lugdunensis_unclassified
0.1.8.1.1.8.4.8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_pasteuri_unclassified
0.1.8.1.1.8.4.9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_schweitzeri_unclassified
0.1.8.1.1.8.4.10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcus_simiae_unclassified
0.1.8.1.1.8.4.11.1	0	0	0	0	0	1	0	0	72	126	136	111	1	4	0	1	0	0	2	1	0	0	1	0	2	0	3	2	2	0	0	0	15	16	29	15	173	135	156	156	0	0	0	0	7	8	13	35	Staphylococcus_unclassified
0.1.8.1.1.9.1.1.1	0	0	0	1	0	0	1	0	35	10	44	76	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	Novibacillus_unclassified
0.1.8.1.1.9.2.1.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thermoactinomyces_unclassified
0.1.8.1.1.10.1.1.1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	1	0	1	0	0	2	Desulfuribacillus_unclassified
0.1.8.1.1.10.2.1.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	23	24	14	4	13	15	11	0	0	0	0	0	0	1	0	Exiguobacterium_unclassified
0.1.8.1.1.10.3.1.1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	1	2	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Gemella_haemolysans_ATCC_10379
0.1.8.1.1.10.3.1.2	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Gemella_haemolysans_unclassified
0.1.8.1.1.10.3.2.1	0	2	1	3	0	1	12	6	11	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	0	1	1	0	0	Gemella_morbillorum_unclassified
0.1.8.1.1.10.3.3.1	1	0	1	2	0	0	0	4	0	0	2	4	0	0	1	0	0	0	0	1	0	0	0	0	1	0	4	3	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	Gemella_unclassified
0.1.8.1.2.1.1.1.1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	Bacilli_unclassified
0.1.8.1.3.1.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Aerococcus_unclassified
0.1.8.1.3.1.2.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Facklamia_ignava_CCUG_37419
0.1.8.1.3.1.2.2.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	Facklamia_unclassified
0.1.8.1.3.1.3.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Unknown_genus_unclassified
0.1.8.1.3.2.1.1.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Carnobacterium_maltaromaticum_unclassified
0.1.8.1.3.2.1.2.1	0	0	0	0	0	0	0	0	2	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	2	0	3	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Carnobacterium_unclassified
0.1.8.1.3.2.2.1.1	1	0	3	3	1	0	4	2	31	0	4	26	0	0	0	1	1	1	0	1	0	0	0	0	0	0	5	2	1	0	0	5	1	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	Granulicatella_balaenopterae_unclassified
0.1.8.1.3.2.2.2.1	2	0	0	1	1	1	2	0	8	6	6	6	2	1	0	2	1	0	0	1	0	0	0	0	2	1	22	10	5	1	3	3	11	2	6	5	0	0	0	0	3	0	0	1	2	1	2	2	Granulicatella_unclassified
0.1.8.1.3.2.3.1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	Jeotgalibaca_unclassified
0.1.8.1.3.3.1.1.1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcaceae_unclassified
0.1.8.1.3.3.2.1.1	0	0	0	0	3	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_casseliflavus_EC20
0.1.8.1.3.3.2.1.2	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_casseliflavus_unclassified
0.1.8.1.3.3.2.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Enterococcus_faecalis_ARO1/DG
0.1.8.1.3.3.2.2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_faecalis_ATCC_29212
0.1.8.1.3.3.2.2.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_faecalis_D32
0.1.8.1.3.3.2.2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_faecalis_DENG1
0.1.8.1.3.3.2.2.5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_faecalis_OG1RF
0.1.8.1.3.3.2.2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_faecalis_V583
0.1.8.1.3.3.2.2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_faecalis_str._Symbioflor_1
0.1.8.1.3.3.2.2.8	1	0	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	Enterococcus_faecalis_unclassified
0.1.8.1.3.3.2.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_faecium_Com15
0.1.8.1.3.3.2.3.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_faecium_unclassified
0.1.8.1.3.3.2.4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_haemoperoxidus_unclassified
0.1.8.1.3.3.2.5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_phoeniculicola_ATCC_BAA-412
0.1.8.1.3.3.2.6.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_sp._CR-Ec1_unclassified
0.1.8.1.3.3.2.7.1	0	0	0	0	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterococcus_sp._FDAARGOS_375_unclassified
0.1.8.1.3.3.2.8.1	2	3	0	1	21	12	13	6	1	3	3	4	0	1	0	2	4	1	2	1	1	0	0	0	0	0	1	0	3	0	0	3	0	0	2	0	0	4	3	0	0	0	2	0	19	9	6	9	Enterococcus_unclassified
0.1.8.1.3.3.3.1.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	Melissococcus_unclassified
0.1.8.1.3.3.4.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	2	6	Tetragenococcus_unclassified
0.1.8.1.3.3.5.1.1	0	0	1	0	2	0	0	0	6	2	4	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	0	0	0	0	0	0	0	0	Vagococcus_unclassified
0.1.8.1.3.4.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_acidophilus_unclassified
0.1.8.1.3.4.1.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_amylovorus_GRL_1112
0.1.8.1.3.4.1.2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_amylovorus_unclassified
0.1.8.1.3.4.1.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	Lactobacillus_casei_subsp._casei_ATCC_393
0.1.8.1.3.4.1.4.1	2	2	6	1	2	3	1	6	3	4	2	2	1	11	2	2	7	5	4	5	2	1	4	1	5	2	7	8	0	3	0	1	4	2	4	0	4	3	7	1	0	5	2	8	9	2	3	8	Lactobacillus_crispatus_ST1
0.1.8.1.3.4.1.4.2	1	2	1	0	0	1	1	1	1	1	0	1	0	1	0	0	3	2	0	5	5	3	0	2	2	0	0	3	2	1	1	3	0	2	1	0	0	0	1	2	0	2	2	0	1	1	0	2	Lactobacillus_crispatus_unclassified
0.1.8.1.3.4.1.5.1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_curvatus_JCM_1096_=_DSM_20019
0.1.8.1.3.4.1.6.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_delbrueckii_subsp._bulgaricus_ND02
0.1.8.1.3.4.1.6.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_delbrueckii_subsp._lactis_DSM_20072
0.1.8.1.3.4.1.6.3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_delbrueckii_unclassified
0.1.8.1.3.4.1.7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Lactobacillus_fermentum_3872
0.1.8.1.3.4.1.7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_fermentum_CECT_5716
0.1.8.1.3.4.1.7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_fermentum_F-6
0.1.8.1.3.4.1.7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_fermentum_IFO_3956
0.1.8.1.3.4.1.7.5	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	2	0	7	4	0	6	Lactobacillus_fermentum_unclassified
0.1.8.1.3.4.1.8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_helveticus_unclassified
0.1.8.1.3.4.1.9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_kefiranofaciens_unclassified
0.1.8.1.3.4.1.10.1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_paracasei_N1115
0.1.8.1.3.4.1.10.2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_paracasei_unclassified
0.1.8.1.3.4.1.11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	Lactobacillus_paragasseri_unclassified
0.1.8.1.3.4.1.12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_pentosus_unclassified
0.1.8.1.3.4.1.13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	1	0	0	0	0	0	0	0	0	Lactobacillus_plantarum_subsp._plantarum_ST-III
0.1.8.1.3.4.1.13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	2	9	0	0	0	0	0	0	0	0	Lactobacillus_plantarum_unclassified
0.1.8.1.3.4.1.14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_reuteri_DSM_20016
0.1.8.1.3.4.1.14.2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lactobacillus_reuteri_unclassified
