"row"	"column"	"cor"	"p"
"283"	"2103_V2_D1_CTAB_DNA"	"3216_V2_D1_CTAB_DNA"	0.919709248940906	0
"284"	"2103_V2_D1"	"3216_V2_D1_CTAB_DNA"	0.912217137352337	0
"285"	"2103_V2_D1_PowerFecal_DNA"	"3216_V2_D1_CTAB_DNA"	0.928000214832445	0
"286"	"2103_V6_D29_CTAB_DNA"	"3216_V2_D1_CTAB_DNA"	0.936497972741711	0
"287"	"2103_V6_D29"	"3216_V2_D1_CTAB_DNA"	0.832637060497976	0
"288"	"2103_V6_D29_PowerFecal_DNA"	"3216_V2_D1_CTAB_DNA"	0.924859838254423	0
"289"	"2202_V2_D1_CTAB_DNA"	"3216_V2_D1_CTAB_DNA"	0.943590748779671	0
"290"	"2202_V2_D1"	"3216_V2_D1_CTAB_DNA"	0.937234029796527	0
"291"	"2202_V2_D1_PowerFecal_DNA"	"3216_V2_D1_CTAB_DNA"	0.937627726129149	0
"292"	"2202_V5_D22_CTAB_DNA"	"3216_V2_D1_CTAB_DNA"	0.9328571250269	0
"293"	"2202_V5_D22"	"3216_V2_D1_CTAB_DNA"	0.956366061930214	0
"294"	"2202_V5_D22_PowerFecal_DNA"	"3216_V2_D1_CTAB_DNA"	0.92493410213823	0
"295"	"3204_V2_D1_CTAB_DNA"	"3216_V2_D1_CTAB_DNA"	0.92621433251827	0
"296"	"3204_V2_D1"	"3216_V2_D1_CTAB_DNA"	0.951070565203448	0
"297"	"3204_V2_D1_PowerFecal_DNA"	"3216_V2_D1_CTAB_DNA"	0.930311141499497	0
"298"	"3204_V6_D29_CTAB_DNA"	"3216_V2_D1_CTAB_DNA"	0.936232609779248	0
"299"	"3204_V6_D29"	"3216_V2_D1_CTAB_DNA"	0.94354470651244	0
"300"	"3204_V6_D29_PowerFecal_DNA"	"3216_V2_D1_CTAB_DNA"	0.945594997636793	0
"301"	"1103_V2_D1_CTAB_DNA"	"3216_V2_D1"	0.897025145570783	0
"302"	"1103_V2_D1"	"3216_V2_D1"	0.830002545480513	0
"303"	"1103_V2_D1_PowerFecal_DNA"	"3216_V2_D1"	0.873515581930319	0
"304"	"1103_V6_D29_CTAB_DNA"	"3216_V2_D1"	0.86888316583794	0
"305"	"1103_V6_D29"	"3216_V2_D1"	0.898706525679397	0
"306"	"1103_V6_D29_PowerFecal_DNA"	"3216_V2_D1"	0.877273820027235	0
"307"	"2103_V2_D1_CTAB_DNA"	"3216_V2_D1"	0.891168889582459	0
"308"	"2103_V2_D1"	"3216_V2_D1"	0.890730078093368	0
"309"	"2103_V2_D1_PowerFecal_DNA"	"3216_V2_D1"	0.89070312503145	0
"310"	"2103_V6_D29_CTAB_DNA"	"3216_V2_D1"	0.894710352116056	0
"311"	"2103_V6_D29"	"3216_V2_D1"	0.823873516934632	0
"312"	"2103_V6_D29_PowerFecal_DNA"	"3216_V2_D1"	0.881820133661292	0
"313"	"2202_V2_D1_CTAB_DNA"	"3216_V2_D1"	0.890217928596166	0
"314"	"2202_V2_D1"	"3216_V2_D1"	0.890900709009928	0
"315"	"2202_V2_D1_PowerFecal_DNA"	"3216_V2_D1"	0.880035127211783	0
"316"	"2202_V5_D22_CTAB_DNA"	"3216_V2_D1"	0.874419540852982	0
"317"	"2202_V5_D22"	"3216_V2_D1"	0.916211191168547	0
"318"	"2202_V5_D22_PowerFecal_DNA"	"3216_V2_D1"	0.864440560646172	0
"319"	"3204_V2_D1_CTAB_DNA"	"3216_V2_D1"	0.862245983311565	0
"320"	"3204_V2_D1"	"3216_V2_D1"	0.912258967005179	0
"321"	"3204_V2_D1_PowerFecal_DNA"	"3216_V2_D1"	0.869195226814649	0
"322"	"3204_V6_D29_CTAB_DNA"	"3216_V2_D1"	0.876987481055296	0
"323"	"3204_V6_D29"	"3216_V2_D1"	0.911720979991196	0
"324"	"3204_V6_D29_PowerFecal_DNA"	"3216_V2_D1"	0.892104176069864	0
"325"	"3216_V2_D1_CTAB_DNA"	"3216_V2_D1"	0.989000077160114	0
"326"	"1103_V2_D1_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.935286976643296	0
"327"	"1103_V2_D1"	"3216_V2_D1_PowerFecal_DNA"	0.855148935519752	0
"328"	"1103_V2_D1_PowerFecal_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.910272474630466	0
"329"	"1103_V6_D29_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.913563779800931	0
"330"	"1103_V6_D29"	"3216_V2_D1_PowerFecal_DNA"	0.939414804028908	0
"331"	"1103_V6_D29_PowerFecal_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.923615852089301	0
"332"	"2103_V2_D1_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.927722661196939	0
"333"	"2103_V2_D1"	"3216_V2_D1_PowerFecal_DNA"	0.923502242510022	0
"334"	"2103_V2_D1_PowerFecal_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.931684847670704	0
"335"	"2103_V6_D29_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.931100067248878	0
"336"	"2103_V6_D29"	"3216_V2_D1_PowerFecal_DNA"	0.848459881735729	0
"337"	"2103_V6_D29_PowerFecal_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.92398633806742	0
"338"	"2202_V2_D1_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.933931876993262	0
"339"	"2202_V2_D1"	"3216_V2_D1_PowerFecal_DNA"	0.933545703938806	0
"340"	"2202_V2_D1_PowerFecal_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.925551573079478	0
"341"	"2202_V5_D22_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.920920871242656	0
"342"	"2202_V5_D22"	"3216_V2_D1_PowerFecal_DNA"	0.954494304598465	0
"343"	"2202_V5_D22_PowerFecal_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.912463791592422	0
"344"	"3204_V2_D1_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.907468822233899	0
"345"	"3204_V2_D1"	"3216_V2_D1_PowerFecal_DNA"	0.947547622531713	0
"346"	"3204_V2_D1_PowerFecal_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.913505806218136	0
"347"	"3204_V6_D29_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.919876766179661	0
"348"	"3204_V6_D29"	"3216_V2_D1_PowerFecal_DNA"	0.938659347557388	0
"349"	"3204_V6_D29_PowerFecal_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.932580249569532	0
"350"	"3216_V2_D1_CTAB_DNA"	"3216_V2_D1_PowerFecal_DNA"	0.996421418207046	0
"351"	"3216_V2_D1"	"3216_V2_D1_PowerFecal_DNA"	0.992370446888575	0
"352"	"1103_V2_D1_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.936472030734917	0
"353"	"1103_V2_D1"	"3216_V6_D29_CTAB_DNA"	0.892656870489887	0
"354"	"1103_V2_D1_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.918123900963253	0
"355"	"1103_V6_D29_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.89084406367736	0
"356"	"1103_V6_D29"	"3216_V6_D29_CTAB_DNA"	0.951148529772414	0
"357"	"1103_V6_D29_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.919292665233739	0
"358"	"2103_V2_D1_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.948094623305908	0
"359"	"2103_V2_D1"	"3216_V6_D29_CTAB_DNA"	0.94941608714057	0
"360"	"2103_V2_D1_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.938393232387585	0
"361"	"2103_V6_D29_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.938252548112775	0
"362"	"2103_V6_D29"	"3216_V6_D29_CTAB_DNA"	0.907485598418334	0
"363"	"2103_V6_D29_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.928491196359212	0
"364"	"2202_V2_D1_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.938364050677289	0
"365"	"2202_V2_D1"	"3216_V6_D29_CTAB_DNA"	0.963352780656491	0
"366"	"2202_V2_D1_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.926093680564865	0
"367"	"2202_V5_D22_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.917651801849544	0
"368"	"2202_V5_D22"	"3216_V6_D29_CTAB_DNA"	0.951696272164933	0
"369"	"2202_V5_D22_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.8960061424059	0
"370"	"3204_V2_D1_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.883236502160719	0
"371"	"3204_V2_D1"	"3216_V6_D29_CTAB_DNA"	0.952409869131236	0
"372"	"3204_V2_D1_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.89238742626173	0
"373"	"3204_V6_D29_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.897547902573103	0
"374"	"3204_V6_D29"	"3216_V6_D29_CTAB_DNA"	0.925998072743607	0
"375"	"3204_V6_D29_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.916707991056388	0
"376"	"3216_V2_D1_CTAB_DNA"	"3216_V6_D29_CTAB_DNA"	0.924839304788913	0
"377"	"3216_V2_D1"	"3216_V6_D29_CTAB_DNA"	0.906488874932856	0
"378"	"3216_V2_D1_PowerFecal_DNA"	"3216_V6_D29_CTAB_DNA"	0.936333095723981	0
"379"	"1103_V2_D1_CTAB_DNA"	"3216_V6_D29"	0.93841952811639	0
"380"	"1103_V2_D1"	"3216_V6_D29"	0.892299529536582	0
"381"	"1103_V2_D1_PowerFecal_DNA"	"3216_V6_D29"	0.917271247931603	0
"382"	"1103_V6_D29_CTAB_DNA"	"3216_V6_D29"	0.893465110434772	0
"383"	"1103_V6_D29"	"3216_V6_D29"	0.949537700849005	0
"384"	"1103_V6_D29_PowerFecal_DNA"	"3216_V6_D29"	0.916762714929987	0
"385"	"2103_V2_D1_CTAB_DNA"	"3216_V6_D29"	0.952432746135285	0
"386"	"2103_V2_D1"	"3216_V6_D29"	0.957199189745362	0
"387"	"2103_V2_D1_PowerFecal_DNA"	"3216_V6_D29"	0.942029863160533	0
"388"	"2103_V6_D29_CTAB_DNA"	"3216_V6_D29"	0.943323754277747	0
"389"	"2103_V6_D29"	"3216_V6_D29"	0.91146609120456	0
"390"	"2103_V6_D29_PowerFecal_DNA"	"3216_V6_D29"	0.930470223356718	0
"391"	"2202_V2_D1_CTAB_DNA"	"3216_V6_D29"	0.932833389702889	0
"392"	"2202_V2_D1"	"3216_V6_D29"	0.948257641116541	0
"393"	"2202_V2_D1_PowerFecal_DNA"	"3216_V6_D29"	0.91936072429838	0
"394"	"2202_V5_D22_CTAB_DNA"	"3216_V6_D29"	0.911084915489929	0
"395"	"2202_V5_D22"	"3216_V6_D29"	0.953883668783052	0
"396"	"2202_V5_D22_PowerFecal_DNA"	"3216_V6_D29"	0.894486632725406	0
"397"	"3204_V2_D1_CTAB_DNA"	"3216_V6_D29"	0.88480515160052	0
"398"	"3204_V2_D1"	"3216_V6_D29"	0.95595957447068	0
"399"	"3204_V2_D1_PowerFecal_DNA"	"3216_V6_D29"	0.895127195831886	0
"400"	"3204_V6_D29_CTAB_DNA"	"3216_V6_D29"	0.9015551900937	0
"401"	"3204_V6_D29"	"3216_V6_D29"	0.939281122122544	0
"402"	"3204_V6_D29_PowerFecal_DNA"	"3216_V6_D29"	0.921154383140008	0
"403"	"3216_V2_D1_CTAB_DNA"	"3216_V6_D29"	0.967484324228938	0
"404"	"3216_V2_D1"	"3216_V6_D29"	0.963329004119348	0
"405"	"3216_V2_D1_PowerFecal_DNA"	"3216_V6_D29"	0.977685510321235	0
"406"	"3216_V6_D29_CTAB_DNA"	"3216_V6_D29"	0.976907079572367	0
"407"	"1103_V2_D1_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.94036648683319	0
"408"	"1103_V2_D1"	"3216_V6_D29_PowerFecal_DNA"	0.895913214736032	0
"409"	"1103_V2_D1_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.921576729314402	0
"410"	"1103_V6_D29_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.895547715161694	0
"411"	"1103_V6_D29"	"3216_V6_D29_PowerFecal_DNA"	0.955252435842923	0
"412"	"1103_V6_D29_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.924647561670936	0
"413"	"2103_V2_D1_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.95489515556954	0
"414"	"2103_V2_D1"	"3216_V6_D29_PowerFecal_DNA"	0.957482325251988	0
"415"	"2103_V2_D1_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.945776648679001	0
"416"	"2103_V6_D29_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.943117423764861	0
"417"	"2103_V6_D29"	"3216_V6_D29_PowerFecal_DNA"	0.913261075304328	0
"418"	"2103_V6_D29_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.935309964157295	0
"419"	"2202_V2_D1_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.938931217949472	0
"420"	"2202_V2_D1"	"3216_V6_D29_PowerFecal_DNA"	0.960642127969194	0
"421"	"2202_V2_D1_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.926770167536014	0
"422"	"2202_V5_D22_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.91950986291132	0
"423"	"2202_V5_D22"	"3216_V6_D29_PowerFecal_DNA"	0.956749118614443	0
"424"	"2202_V5_D22_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.901044630489351	0
"425"	"3204_V2_D1_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.887411879869235	0
"426"	"3204_V2_D1"	"3216_V6_D29_PowerFecal_DNA"	0.956918574882177	0
"427"	"3204_V2_D1_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.897211029126172	0
"428"	"3204_V6_D29_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.902433661574241	0
"429"	"3204_V6_D29"	"3216_V6_D29_PowerFecal_DNA"	0.933333323476722	0
"430"	"3204_V6_D29_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.921852370042963	0
"431"	"3216_V2_D1_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.940166789095134	0
"432"	"3216_V2_D1"	"3216_V6_D29_PowerFecal_DNA"	0.926062103936646	0
"433"	"3216_V2_D1_PowerFecal_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.954046673495691	0
"434"	"3216_V6_D29_CTAB_DNA"	"3216_V6_D29_PowerFecal_DNA"	0.990378311786856	0
"435"	"3216_V6_D29"	"3216_V6_D29_PowerFecal_DNA"	0.989708939695825	0
"436"	"1103_V2_D1_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.951902139033341	0
"437"	"1103_V2_D1"	"3218_V2_D1_CTAB_DNA"	0.886065389440224	0
"438"	"1103_V2_D1_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.924190235438122	0
"439"	"1103_V6_D29_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.91765031026246	0
"440"	"1103_V6_D29"	"3218_V2_D1_CTAB_DNA"	0.959605403152669	0
"441"	"1103_V6_D29_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.934967060651749	0
"442"	"2103_V2_D1_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.963317824515217	0
"443"	"2103_V2_D1"	"3218_V2_D1_CTAB_DNA"	0.961902965402269	0
"444"	"2103_V2_D1_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.956746724774009	0
"445"	"2103_V6_D29_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.963955042619203	0
"446"	"2103_V6_D29"	"3218_V2_D1_CTAB_DNA"	0.911067445788918	0
"447"	"2103_V6_D29_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.951511247915958	0
"448"	"2202_V2_D1_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.945804566894538	0
"449"	"2202_V2_D1"	"3218_V2_D1_CTAB_DNA"	0.957904078405704	0
"450"	"2202_V2_D1_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.934856215680556	0
"451"	"2202_V5_D22_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.931381119636033	0
"452"	"2202_V5_D22"	"3218_V2_D1_CTAB_DNA"	0.9661100794064	0
"453"	"2202_V5_D22_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.919016185636989	0
"454"	"3204_V2_D1_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.912122218760584	0
"455"	"3204_V2_D1"	"3218_V2_D1_CTAB_DNA"	0.972841042206919	0
"456"	"3204_V2_D1_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.921392971571687	0
"457"	"3204_V6_D29_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.928585039060565	0
"458"	"3204_V6_D29"	"3218_V2_D1_CTAB_DNA"	0.941253923209663	0
"459"	"3204_V6_D29_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.938765880484059	0
"460"	"3216_V2_D1_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.967065880490378	0
"461"	"3216_V2_D1"	"3218_V2_D1_CTAB_DNA"	0.952475612182895	0
"462"	"3216_V2_D1_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.970038754530933	0
"463"	"3216_V6_D29_CTAB_DNA"	"3218_V2_D1_CTAB_DNA"	0.958944060084405	0
"464"	"3216_V6_D29"	"3218_V2_D1_CTAB_DNA"	0.978998847194819	0
"465"	"3216_V6_D29_PowerFecal_DNA"	"3218_V2_D1_CTAB_DNA"	0.967812014570315	0
"466"	"1103_V2_D1_CTAB_DNA"	"3218_V2_D1"	0.912403144616991	0
"467"	"1103_V2_D1"	"3218_V2_D1"	0.889273016080727	0
"468"	"1103_V2_D1_PowerFecal_DNA"	"3218_V2_D1"	0.894966600380911	0
"469"	"1103_V6_D29_CTAB_DNA"	"3218_V2_D1"	0.856711368037343	0
"470"	"1103_V6_D29"	"3218_V2_D1"	0.928830563713791	0
"471"	"1103_V6_D29_PowerFecal_DNA"	"3218_V2_D1"	0.917017090891491	0
"472"	"2103_V2_D1_CTAB_DNA"	"3218_V2_D1"	0.967943771049263	0
"473"	"2103_V2_D1"	"3218_V2_D1"	0.974282142565571	0
"474"	"2103_V2_D1_PowerFecal_DNA"	"3218_V2_D1"	0.955695473267864	0
"475"	"2103_V6_D29_CTAB_DNA"	"3218_V2_D1"	0.931108475570536	0
"476"	"2103_V6_D29"	"3218_V2_D1"	0.929761147037454	0
"477"	"2103_V6_D29_PowerFecal_DNA"	"3218_V2_D1"	0.941735197115312	0
"478"	"2202_V2_D1_CTAB_DNA"	"3218_V2_D1"	0.895687736976154	0
"479"	"2202_V2_D1"	"3218_V2_D1"	0.916181264085933	0
"480"	"2202_V2_D1_PowerFecal_DNA"	"3218_V2_D1"	0.879224119446621	0
"481"	"2202_V5_D22_CTAB_DNA"	"3218_V2_D1"	0.883368271211479	0
"482"	"2202_V5_D22"	"3218_V2_D1"	0.943226314286593	0
"483"	"2202_V5_D22_PowerFecal_DNA"	"3218_V2_D1"	0.879456685682544	0
"484"	"3204_V2_D1_CTAB_DNA"	"3218_V2_D1"	0.847839567244523	0
"485"	"3204_V2_D1"	"3218_V2_D1"	0.941996073992811	0
"486"	"3204_V2_D1_PowerFecal_DNA"	"3218_V2_D1"	0.863188872294709	0
"487"	"3204_V6_D29_CTAB_DNA"	"3218_V2_D1"	0.870255584336089	0
"488"	"3204_V6_D29"	"3218_V2_D1"	0.90313684622415	0
"489"	"3204_V6_D29_PowerFecal_DNA"	"3218_V2_D1"	0.885438595445243	0
"490"	"3216_V2_D1_CTAB_DNA"	"3218_V2_D1"	0.918243664108082	0
"491"	"3216_V2_D1"	"3218_V2_D1"	0.915148888383245	0
"492"	"3216_V2_D1_PowerFecal_DNA"	"3218_V2_D1"	0.934563560845101	0
"493"	"3216_V6_D29_CTAB_DNA"	"3218_V2_D1"	0.930779443441132	0
"494"	"3216_V6_D29"	"3218_V2_D1"	0.952363980679264	0
"495"	"3216_V6_D29_PowerFecal_DNA"	"3218_V2_D1"	0.943928362173465	0
"496"	"3218_V2_D1_CTAB_DNA"	"3218_V2_D1"	0.961086505013928	0
"497"	"1103_V2_D1_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.874618557891701	0
"498"	"1103_V2_D1"	"3218_V2_D1_PowerFecal_DNA"	0.851975938932982	0
"499"	"1103_V2_D1_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.862175097150023	0
"500"	"1103_V6_D29_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.825544825239015	0
"501"	"1103_V6_D29"	"3218_V2_D1_PowerFecal_DNA"	0.897352019660984	0
"502"	"1103_V6_D29_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.912452819681137	0
"503"	"2103_V2_D1_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.949467475124453	0
"504"	"2103_V2_D1"	"3218_V2_D1_PowerFecal_DNA"	0.951307736455566	0
"505"	"2103_V2_D1_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.945046137860813	0
"506"	"2103_V6_D29_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.894118118698789	0
"507"	"2103_V6_D29"	"3218_V2_D1_PowerFecal_DNA"	0.898380867321066	0
"508"	"2103_V6_D29_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.929548846471024	0
"509"	"2202_V2_D1_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.860641162454966	0
"510"	"2202_V2_D1"	"3218_V2_D1_PowerFecal_DNA"	0.882817105737792	0
"511"	"2202_V2_D1_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.846718137753895	0
"512"	"2202_V5_D22_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.861055231658622	0
"513"	"2202_V5_D22"	"3218_V2_D1_PowerFecal_DNA"	0.920657273674269	0
"514"	"2202_V5_D22_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.868189500184717	0
"515"	"3204_V2_D1_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.817106388301467	0
"516"	"3204_V2_D1"	"3218_V2_D1_PowerFecal_DNA"	0.899197708295986	0
"517"	"3204_V2_D1_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.8314236528962	0
"518"	"3204_V6_D29_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.836966483147776	0
"519"	"3204_V6_D29"	"3218_V2_D1_PowerFecal_DNA"	0.850222506833627	0
"520"	"3204_V6_D29_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.84688896361982	0
"521"	"3216_V2_D1_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.85728449788839	0
"522"	"3216_V2_D1"	"3218_V2_D1_PowerFecal_DNA"	0.846102260026389	0
"523"	"3216_V2_D1_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.878099733697661	0
"524"	"3216_V6_D29_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.882902603911779	0
"525"	"3216_V6_D29"	"3218_V2_D1_PowerFecal_DNA"	0.890679976457408	0
"526"	"3216_V6_D29_PowerFecal_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.894476076063284	0
"527"	"3218_V2_D1_CTAB_DNA"	"3218_V2_D1_PowerFecal_DNA"	0.903699335565607	0
"528"	"3218_V2_D1"	"3218_V2_D1_PowerFecal_DNA"	0.973390348231429	0
"529"	"1103_V2_D1_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.938047151834382	0
"530"	"1103_V2_D1"	"3218_V6_D29_CTAB_DNA"	0.870246381159223	0
"531"	"1103_V2_D1_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.912956603087439	0
"532"	"1103_V6_D29_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.907020360561959	0
"533"	"1103_V6_D29"	"3218_V6_D29_CTAB_DNA"	0.943207075407017	0
"534"	"1103_V6_D29_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.919265576275974	0
"535"	"2103_V2_D1_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.937540178154044	0
"536"	"2103_V2_D1"	"3218_V6_D29_CTAB_DNA"	0.938220083060251	0
"537"	"2103_V2_D1_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.936337008882155	0
"538"	"2103_V6_D29_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.940186889403276	0
"539"	"2103_V6_D29"	"3218_V6_D29_CTAB_DNA"	0.872284001648234	0
"540"	"2103_V6_D29_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.929261243122037	0
"541"	"2202_V2_D1_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.934627296868259	0
"542"	"2202_V2_D1"	"3218_V6_D29_CTAB_DNA"	0.938761293587939	0
"543"	"2202_V2_D1_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.923200464977925	0
"544"	"2202_V5_D22_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.916561460376694	0
"545"	"2202_V5_D22"	"3218_V6_D29_CTAB_DNA"	0.955678774432328	0
"546"	"2202_V5_D22_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.90513399021262	0
"547"	"3204_V2_D1_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.900195889172805	0
"548"	"3204_V2_D1"	"3218_V6_D29_CTAB_DNA"	0.955893218608923	0
"549"	"3204_V2_D1_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.909887270161716	0
"550"	"3204_V6_D29_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.915725335499185	0
"551"	"3204_V6_D29"	"3218_V6_D29_CTAB_DNA"	0.94340581604251	0
"552"	"3204_V6_D29_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.93113683985348	0
"553"	"3216_V2_D1_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.988269826272649	0
"554"	"3216_V2_D1"	"3218_V6_D29_CTAB_DNA"	0.985490190896731	0
"555"	"3216_V2_D1_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.993574721253666	0
"556"	"3216_V6_D29_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.95054860796416	0
"557"	"3216_V6_D29"	"3218_V6_D29_CTAB_DNA"	0.988011937839751	0
"558"	"3216_V6_D29_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.966786985610328	0
"559"	"3218_V2_D1_CTAB_DNA"	"3218_V6_D29_CTAB_DNA"	0.97749285514934	0
"560"	"3218_V2_D1"	"3218_V6_D29_CTAB_DNA"	0.946719199038636	0
"561"	"3218_V2_D1_PowerFecal_DNA"	"3218_V6_D29_CTAB_DNA"	0.883018618604895	0
"562"	"1103_V2_D1_CTAB_DNA"	"3218_V6_D29"	0.93775389135841	0
"563"	"1103_V2_D1"	"3218_V6_D29"	0.886807584602775	0
"564"	"1103_V2_D1_PowerFecal_DNA"	"3218_V6_D29"	0.914097130270898	0
